incident_number,state,district,block,village_name,other_areas,constituency,incident_summary,Matched_Location,latitude,longitude
803241102,Jharkhand,East Singhbhum,Ghatshila,Ghatshila,,Ghatshila,"Rajesh Prasad Shaw (24), a Police constable was killed and two others were injured in a landmine blast triggered by the Maoists who were targeting Ghatshila ASP Anish Kumar Gupta in Ghatshila in East Singhbhum District.","east singhbhum, ghatshila, ghatshila, ghatshila",86.473,22.586416666666665
803241301,Jharkhand,Ranchi,,Bundu,,Tamar,Two CPI-Maoist cadres were arrested by Jharkhand Police in Bundu town in Ranchi District for allegedly burning a truck.,"jharkhand, ranchi, bundu",85.58911111111111,23.165138888888887
803241302,Jharkhand,West Singhbhum,Goeilkera,,Goeilkera area,Chakradharpur,"A former cadre of CPI-Maoist, identified as Naman Kandulna, was killed by his mates in Goeilkera area of West Singhbhum District of Jharkhand.","jharkhand, west singhbhum, goeilkera, goeilkera area",85.37594444444444,22.507916666666667
803241502,Jharkhand,Bokaro,Gomia and Petarwar blocks,,Mahuataad area,Gomia,"Police arrested two Maoists in raids conducted at two different places in Gomia and Petarwar blocks in Bokaro District. Police have also recovered INR 60,000 cash from the possession of one, which is most likely levy money collected by him from the people of the area. SP A Vijaylaxmi said Police first arrested Rati Ram Manjhi, a resident of Mahuataad area of Gomia, when he had gone to collect levy from businessmen in Petarwar. Later, Police jointly with CRPF arrested another Maoist identified as Tulsi Marandi from Mahuataad area in the District.","bokaro, gomia and petarwar blocks, mahuataad area, gomia",85.66958333333334,23.69675
803251403,Jharkhand,Seraikela-Kharsawan,Ichagarh,Dalma hill,Chandil,Ichagarh,"Nine suspected Maoists, including four women cadres, were arrested by Security Personnel during an operation in Dalma hill area in Seraikela-Kharswan District.","seraikela-kharswan, dalma hill",86.2196111111111,22.890055555555556
803251404,Jharkhand,Bokaro,Gomia,,Kanshidih forest,Gomia,Bokaro Police and the CRPF troopers were engaged in an encounter with the CPI-Maoist cadres at Kanshidih forest area in Jhumra under Gomia Police Station of Bokaro District.,"bokaro, gomia, kanshidih forest, gomia",85.82666666666667,23.808666666666667
803251501,Jharkhand,West Singhbhum,Sonua,Gurdri,Sonua Police Station,Chakradharpur,"Two sympathisers of the PLFI were hacked to death by suspected cadres of the CPI-Maoist in Sonua Police Station area in West Singhbhum District. A group of 15 armed Maoists dragged the victims, identified as Lakhan Bala (27) and Jaimati Borja (29), out of their houses in Gurdri village around 10pm and latter killed them on a village road. West Singhbhum SP Michael Raj said, ""The place of occurrence is located in a dense jungle. So, we are yet to get a detailed report on the murders,"" he said. The SP added Maoist pamphlets were found at the scene of murders, which suggested involvement of Maoists.","west singhbhum, sonua, gurdri, sonua police station",85.21169444444445,22.68425
803261001,Jharkhand,Giridih,Birni,Telia Bahiar,,Bagodar,"Suspected cadres of the CPI-Maoist killed Chotu Majhi, a security guard by slitting his throat at Telia Bahiar village in Giridih District.","giridih, telia bahiar",85.92947222222223,24.27252777777778
803261002,Jharkhand,Latehar,Latehar,Tarwadih,,Latehar,"Arun Yadav, a Maoist, was arrested from Tarwadih village in Latehar District.","latehar, latehar, tarwadih, latehar",84.45497222222222,23.706916666666665
803261601,Jharkhand,Ranchi,Burmu,,McCluskieganj,Kanke,"A self-styled 'area commander' of the TPC, identified as Sawan Gounjhu alias Bhola Gounjhu (28), was arrested from McCluskieganj area in Ranchi District. Police recovered a country-made pistol, two live cartridges, two mobile phones, a two-wheeler and INR 5,000 in cash from him.","ranchi, mccluskieganj",84.94475,23.650138888888886
803271001,Jharkhand,Latehar,Latehar,Bingada,,Latehar,Naxalites (Left Wing Extremist) killed a civilian in Bingada village in Latehar District.,"latehar, latehar, bingada, latehar",84.50847222222222,23.746583333333334
803280901,Jharkhand,Simdega,Kolibera,Domtoli,,Kolibera,"Cadres of the CPI-Maoist shot dead Yakub Kongari, a Jharkhand Party leader, at Domtoli under Kolebira Police Station area in Simdega District. Pamphlets were reportedly strewn around his body reading ""Police ke mukhbiro ka yahi hashra hoga (all Police informers will meet the same fate).""","jharkhand, simdega, kolebira, domtoli, kolebira",84.72347222222223,22.61377777777778
803290901,Jharkhand,Hazaribagh,Chouparan,Daihar,Chouparan,Barhi,"A group of uniformed CPI-Maoist cadres armed with sophisticated weapons blew up an Aircel telecom tower and a house at Daihar village in the Chouparan area of Hazaribagh District. According to the Sub-divisional Police officer (SDPO) of Barhi, Arun Kumar Sinha, the house belonged to one Gopal Singh, who was a member of the Shastra People's Morcha, a breakaway group of the CPI-Maoist. No loss of life was reported from the house as it was abandoned. Before leaving, the Maoists left pamphlets, saying Gopal Singh's house was blown up as he and Shastra People's Morcha were behind the killing of four members of the outfit two months ago in Jori. They also asked the villagers to boycott the election.","hazaribagh, chouparan, daihar, chouparan, barhi",85.17997222222223,24.343277777777775
803291001,Jharkhand,East Singhbhum,Patamda,Baguidih,Bodam Police station,Jugsalai,"Prabodh Singh Sadar, a leader of CPI-Maoist, was killed in an encounter with the Police at Baguidih village in Bodam Police station of East Singhbhum District.","east singhbhum, baguidih, bodam police station",86.28377777777777,22.956333333333333
803291002,Jharkhand,Saraikela-Kharsawan,Kuchai,,Merom Junga Pahari,Kharsawan,"Another Maoist was injured following a gunbattle at Merom Junga Pahari in Saraikela-Kharswan District. Police recovered explosives, Maoist literature, empty cartridges of Insas rifle and carbine from the incident site.","saraikela-kharswan, merom junga pahari",85.80580555555555,22.718638888888886
803291003,Jharkhand,Chatra,Simaria,Sohar,,Simaria,The CPI-Maoist cadres blew up a school building at Sohar village in Chatra District.,"chatra, sohar",84.94666666666667,23.99961111111111
803291101,Jharkhand,Palamu,Chainpur,Dungri,,Daltonganj,The cadres of the CPI-Maoist killed a labourer when he refused to pay extortion money at Dungri village in Palamu District.,"palamu, dungri",85.31783333333333,23.254805555555556
803291601,Jharkhand,Garwah,Chinia,,,Garhwa,"A CPI-Maoist 'area commander' identified as Bhanu Singh and his associate Chhotu Korwa alias Mister thrashed and shot a PACS 'President' - Banwari Prasad (40) - of Beta panchayat of Chinia block in Garwah District of Jharkhand, after the latter denied them levy.","jharkhand, garwah, chinia, garwah",83.63088888888888,24.048833333333334
803300901,Jharkhand,Bokaro,Nawadih,Penk,,Dumri,A vacant community hall was blown up at Penk village in the Bokaro District.,"bokaro, penk",85.89413888888889,23.89463888888889
803300902,Jharkhand,Latehar,Garu,Ghansitola,,Manika,A separate group of Maoists exploded two buildings housing primary schools in Ghansitola village in the Latehar District.,"latehar, ghansitola",84.23122222222223,23.671750000000003
803300903,Jharkhand,Gumla,Bishunpur,,Banalat,Bishunpur,"In the third incident, a primary school building in the Banalat area of Gumla District was blown up destroying a portion of the structure. However, no loss of life was reported in any of these incidents.","gumla, banalat",84.38863888888889,23.51025
803301001,Jharkhand,Chatra,Hussainabad,Piparwar,,Hussainabad,Around 25 armed cadres of the People's Liberation Front of India (PLFI) attacked the coal-mining complex of Central Coal Field Limited in Piparwar in Chatra District and set ablaze four trucks.,"chatra, piparwar",85.04875,23.72375
803301401,Jharkhand,Hazaribagh,Barhi,Laskari,,Barhi,Four children were injured in an explosion when they opened a bag containing crude bombs near a stream at Laskari village of Barhi block in Hazaribagh District. The bombs are suspected to have been left behind by CPI-Maoist cadres.,"hazaribagh, barhi, laskari, barhi",85.41422222222222,24.304305555555555
803311401,Jharkhand,Giridih,Tisri,,Tisro forest,Tisri,The Giridih Police in a joint operation with the 7th battalion of CRPF recovered cache of explosives following a raid conducted at a Maoist bunker near Tisro forest under Lokainayanpur Police Station of Giridih District.,"giridih, tisro, tisro forest, tisro",86.09708333333333,24.67252777777778
804010801,Jharkhand,Garwah,Ranka,Bandu,,Garhwa,"Joint teams of the Jharkhand Police and the CRPF personnel in an encounter killed eight CPI-Maoist cadres, including a woman and a 'sub zonal commander' of the outfit, at Bandu village under Ranka Police Station in the Garhwa District. The Director General of Police (DGP), V. D. Ram, told, ""We had received a tip off about the movement of Maoists. One SLR, four 303 rifles, three 315 rifles, one sten-gun, one DBBL gun, one country made revolver and large number of live cartridges besides naxal literatures and belongings of the Maoists were recovered."" Of the eight slain Maoists, one was identified as Basant Yadav, a 'sub-zonal commander', while two others are suspected to be Rajesh Paswan and Lallan Thakur, both 'area commanders'.","jharkhand, garhwa, ranka, bandu, garhwa",83.63138888888888,23.86502777777778
804010803,Jharkhand,Khunti,Arki,Poradi-Chenpur,,Tamar,CPI-Maoist cadres killed four civilians at Poradih-Chenpur village in the Khunti District. Dead bodies of the victims whose throats were slit were recovered on April 2. A hand-written note left behind by the Maoists claimed the four persons were being 'punished' for indulging in robbery. The Maoists also claimed to have taken away a hand-made pistol and three motorbikes from the slain villagers.,"khunti, poradih-chenpur",85.618,23.107666666666667
804011301,Jharkhand,Gumla,Dumri,Asro,,Gumla,A PLFI cadre was arrested by Police from Asro village under Sisai Police Station area in Gumla District.,"gumla, asro, gumla",84.71233333333333,23.08836111111111
804011302,Jharkhand,Bokaro,Gomia,Chotki Sidhwara,Jhumra hills,Gomia,Three persons were arrested from Chotki Sidhwara under Gomia Police Station during anti-Maoist operation in the forests located in the foothills of Jhumra in Bokaro District.,"bokaro, gomia, chotki sidhwara, gomia",85.6171111111111,23.827083333333334
804011501,Jharkhand,Palamu,Panki,Panki,,Panki,A JPC cadre was killed and two more cadres were injured in an encounter with rival TPC at Panki village in Palamu District of Jharkhand. Jharkhand Police spokesperson Anurag Gupta said Police have found the extremist's body and launched a search operation for the injured. JPC and TPC are splinter groups of the CPI-Maoist.,"jharkhand, palamu, panki, panki, panki",84.47872222222223,24.0345
804011601,Jharkhand,Ranchi,Angara,,Angara,Khijri,"On the inputs of arrested CPI-Maoist 'zonal commander' Ram Mohan Munda, a series of 25 IEDs were found from Angara area of Ranchi District of Jharkhand.","jharkhand, ranchi, angara, angara",85.48427777777778,23.404999999999998
804011602,Jharkhand,Garhwa,Chinia,Chapla,,Garhwa,"One Maoist was injured in an encounter between the CPI-Maoist and the SF personnel at Chapla village in Garhwa District of Jharkhand. The encounter took place when a team of CRPF personnel and District armed personnel rushed to the village following a tip-off that a squad led by 'area commander' Bhanu had assembled there, sources said. The SF personnel were conducting raids in the village when the Maoists started firing at them forcing them to retaliate in self-defence, sources said, adding that one Maoist sustained bullet injury. Bhanu and his two aides managed to escape, SP Priyadarshi Alok said.","jharkhand, garhwa, chapla, garhwa",83.71222222222222,24.050194444444447
804020801,Jharkhand,Hazaribagh,Bishnugarh,Bansu (Banaso),,Bishnugarh,"13 security force personnel and a two-and-a-half-year-old girl were injured in a landmine blast triggered by suspected Maoists in the Banasu village in the Hazaribagh District. The SF personnel were conducting a joint patrolling in the area, about 35-kilometres from the District headquarters.",hazaribagh,85.78186111111111,23.984916666666667
804020901,Jharkhand,Chatra,Chatra,Moktama,,Chatra,"CPI-Maoist cadres blew up a Bharatiya Janata Party (BJP) leader's house, a school building and a healthcare centre in the Moktama village of Chatra District, the Police said. About 50 Maoists barged into BJP leader Mahendra Yadav's house and asked his family members to run out, the report added. They then detonated bombs. They also blew up a school building and an anganvadi (mother and child centre) building in the same village. In the last three days, Maoists have reportedly blown up six Government buildings in the State.","chatra, chatra, moktama, chatra",85.48672222222223,24.080583333333333
